id,product_name,image,link,parsed,caption,tier,component_name,rigid_or_soft,is_reusable,dim_l_mm,dim_w_mm,dim_h_mm,shape,volume_cm3,materials,n_materials,component_mass_g,component_carbon_kg,component_water_l
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",TP,Master Shipping Carton (24 units),Rigid,False,385,275,125,box,13234.38,Corrugated:420.0g,1,420.0,0.7014,112.5
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",TP,Stretch Wrap (Pallet Wrap),Soft,False,180,900,1.2,flat,194.4,Low-Density Polyethylene:85.0g,1,85.0,0.193,52.26
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",TP,Wooden Pallet (Softwood),Soft,True,1200,800,150,flat,144000.0,Softwood:22000.0g,1,22000.0,9503.34,913.0
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",PP,Lipstick Tube,Rigid,,85,12,100,flat,102.0,Polypropylene:4.2g,1,4.2,0.0096,1.68
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",PP,Cap with Brush Applicator,Rigid,,12,12,28,cylindrical,4.03,Polypropylene:3.1g; Nylon:0.8g,2,3.9,0.015,3.63
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",PP,Inner Seal/Wax Liner,Soft,,4,4,2,box,0.03,Paraffin Wax:0.5g,1,0.5,0.0006,0.06
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",SP,Folding Carton Box,Soft,,130,85,22,box,243.1,Folding Box Board:18.5g; Ink - Water Based:0.3g,2,18.8,0.0463,9.34
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",SP,Product Information Leaflet,Soft,,85,55,12,flat,56.1,Paper - Bleached Kraft:1.2g; Ink - Water Based:0.15g,2,1.35,0.0025,1.14
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",TP,Shipping Carton (24 units),Rigid,,380,270,120,box,12312.0,Corrugated:385.0g,1,385.0,0.643,103.13
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",TP,Stretch Wrap,Soft,,400,150,80,box,4800.0,Low-Density Polyethylene:85.0g,1,85.0,0.193,52.26
18,Morphe,demo-reccommandation/18.webp,https://www.mecca.com/en-au/morphe/soulmatte-velvet-lip-mousse-V-058793/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is housed in a slender, cylindrical tube with a matte black finish. It features a screw-cap closure and a small, rounded applicator brush protruding from the top.",TP,Wooden Pallet,Rigid,,1200,800,150,flat,144000.0,Hardwood:22000.0g,1,22000.0,8735.54,896.06
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",PP,Lipstick Tube (Glass Bottle),Rigid,True,85,28,120,box,285.6,Glass:52.0g,1,52.0,0.0634,10.39
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",PP,Twist-Off Cap (Black),Rigid,True,32,32,18,box,18.43,Polypropylene:4.2g,1,4.2,0.0096,1.68
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",PP,Inner Seal/Wax Liner,Soft,False,12,12,2,flat,0.29,Paraffin Wax:1.8g,1,1.8,0.0023,0.21
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",PP,Applicator Brush (Angled),Soft,True,45,8,3,box,1.08,Nylon:1.2g,1,1.2,0.0119,3.58
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",SP,Retail Carton Box (Folding),Soft,False,120,65,28,box,218.4,Folding Box Board:18.5g,1,18.5,0.0455,9.26
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",SP,Product Information Leaflet,Soft,False,90,60,2,flat,10.8,Paper - Bleached Kraft:2.1g,1,2.1,0.0036,1.93
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",TP,"Master Carton (Corrugated, 24 units)",Rigid,False,380,270,120,box,12312.0,Corrugated:385.0g,1,385.0,0.643,103.13
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",TP,Stretch Wrap (LDPE),Soft,False,420,280,80,box,9408.0,Low-Density Polyethylene:78.0g,1,78.0,0.1771,47.95
19,Anastasia Beverly Hills,demo-reccommandation/19.webp,https://www.mecca.com/en-au/anastasia-beverly-hills/lip-velvet-V-064905/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the image:

The product is presented in a slender, cylindrical glass bottle with a black twist-off cap. A small, angled applicator brush is included for precise application.",TP,Wooden Pallet (Softwood),Rigid,True,1200,800,150,flat,144000.0,Softwood:18500.0g,1,18500.0,7991.445,767.75
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",PP,Lipstick Tube Body,Rigid,False,125,18,110,flat,247.5,Polypropylene:8.2g,1,8.2,0.0188,3.27
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",PP,Lipstick Bullet (Formulation),,False,,,,unknown,,Paraffin Wax:2.1g; Talc:0.8g,2,2.9,0.267,0.31
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",PP,Twist Base (Applicator Mechanism),Rigid,False,32,12,24,box,9.22,Polypropylene:4.1g,1,4.1,0.0094,1.64
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",PP,Silver Applicator Brush,Soft,False,48,8,3,box,1.15,Nylon:0.6g,1,0.6,0.006,1.79
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",PP,Matte-Finish Red Cap,Rigid,False,22,22,8,box,3.87,Polypropylene:3.2g,1,3.2,0.0073,1.28
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",PP,Paper Sleeve Label,Soft,False,85,55,2,flat,9.35,Paper - Label:0.8g; Ink - Water Based:0.1g,2,0.9,0.0018,1.43
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",SP,Folding Carton Box,Rigid,False,145,90,35,box,456.75,Folding Box Board:18.5g; Ink - Water Based:0.3g,2,18.8,0.0463,9.34
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",SP,Tissue Paper Insert,Soft,False,,,,unknown,,Paper - Tissue:1.2g,1,1.2,0.0042,1.55
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",TP,Shipping Carton (24 units),Rigid,False,380,260,120,box,11856.0,Corrugated:420.0g,1,420.0,0.7014,112.5
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",TP,Corrugated Divider Insert,Rigid,False,280,180,30,flat,1512.0,Corrugated:85.0g,1,85.0,0.1419,22.77
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",TP,Stretch Wrap,Soft,False,,,,unknown,,Low-Density Polyethylene:120.0g,1,120.0,0.2724,73.78
20,MAC Cosmetics,demo-reccommandation/20.webp,https://www.mecca.com/en-au/mac-cosmetics/locked-kiss-ink-24hr-lipcolour-V-058700/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing the visible elements in the photo:

The product is housed in a cylindrical container with a matte-finish, deep-red hue and a screw-cap closure. A silver applicator brush is attached to a cylindrical base, suggesting a precision application method.",TP,Wooden Pallet,Rigid,True,1200,800,150,flat,144000.0,Hardwood:22000.0g,1,22000.0,8735.54,896.06
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",PP,Lipstick Barrel,Rigid,False,125,125,125,box,1953.12,Polypropylene:8.2g,1,8.2,0.0188,3.27
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",PP,Lipstick Stick (Formulation),Soft,False,38,8,8,cylindrical,2.43,Paraffin Wax:2.1g; Talc:0.8g,2,2.9,0.267,0.31
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",PP,Cap with Closure,Rigid,False,42,42,42,box,74.09,Polypropylene:3.5g,1,3.5,0.008,1.4
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",PP,Label Wrap,Soft,False,68,28,28,cylindrical,53.31,Paper - Label:0.9g; Ink - Water Based:0.1g,2,1.0,0.002,1.6
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",SP,Carton Box (Folding Box Board),Rigid,False,120,85,25,box,255.0,Folding Box Board:12.5g; Ink - Water Based:0.3g,2,12.8,0.0315,6.33
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",SP,Tissue Insert,Soft,False,150,120,20,flat,360.0,Paper - Tissue:1.2g,1,1.2,0.0042,1.55
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",TP,"Master Carton (Corrugated, 24 units)",Rigid,False,320,230,140,box,10304.0,Corrugated:385.0g; Ink - Water Based:2.1g,2,387.1,0.6483,103.72
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",TP,Corrugated Divider Insert,Rigid,False,180,120,80,box,1728.0,Corrugated:145.0g,1,145.0,0.2421,38.84
21,Shiseido,demo-reccommandation/21.webp,https://www.mecca.com/en-au/shiseido/modernmatte-powder-lipstick-V-853879/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption based solely on the visible elements in the photo:

The product is presented in a rectangular, prism-shaped container with a glossy red exterior and a black top. It features a screw-cap closure and is approximately 3.5 inches tall.",TP,Stretch Wrap (LDPE),Soft,False,380,240,120,box,10944.0,Low-Density Polyethylene:85.0g,1,85.0,0.193,52.26
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",PP,Lipstick Tube (Barrel),Rigid,False,85,12,85,flat,86.7,Polypropylene:4.2g,1,4.2,0.0096,1.68
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",PP,Twist-Up Base (Bottom Mechanism),Rigid,False,28,22,35,box,21.56,Acrylonitrile Butadiene Styrene:3.8g,1,3.8,0.0198,9.28
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",PP,Cap (Snap-On),Rigid,False,14,14,8,box,1.57,Polypropylene:2.1g,1,2.1,0.0048,0.84
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",PP,Inner Seal (Wax Disc),Soft,False,12,12,2,flat,0.29,Paraffin Wax:1.4g,1,1.4,0.0018,0.16
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",PP,Product Label (Wrap),Soft,False,52,35,1,flat,1.82,Paper - Label:0.8g,1,0.8,0.0015,1.4
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",SP,Carton Box (Folding),Soft,False,125,85,35,box,371.88,Folding Box Board:18.5g,1,18.5,0.0455,9.26
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",SP,Tissue Insert (Protective Wrap),Soft,False,65,45,15,box,43.88,Paper - Tissue:2.1g,1,2.1,0.0073,2.7
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",TP,"Retail Carton (Master Case, 48 units)",Soft,False,360,280,70,flat,7056.0,Corrugated:420.0g,1,420.0,0.7014,112.5
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",TP,Stretch Wrap (Pallet Wrap),Soft,False,180,360,20,flat,1296.0,Low-Density Polyethylene:95.0g,1,95.0,0.2157,58.41
22,RMS Beauty,demo-reccommandation/22.webp,https://www.mecca.com/en-au/rms-beauty/legendary-serum-lipstick-the-nudes-V-900684/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the image:

The product is housed in a cylindrical container with a matte burgundy exterior. It features a twist-up base and a circular, translucent cap, approximately 3 inches in height.",TP,Wooden Pallet (Softwood),Soft,True,1200,800,150,flat,144000.0,Softwood:18500.0g,1,18500.0,7991.445,767.75
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",PP,Lipstick Tube (Cylindrical Barrel),Rigid,False,120.0,12.0,12.0,cylindrical,17.28,Polypropylene:4.2g,1,4.2,0.0096,1.68
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",PP,Lipstick Bullet (Formulation Core),Soft,False,8.0,4.0,2.0,box,0.06,Paraffin Wax:2.1g; Talc:0.8g,2,2.9,0.267,0.31
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",PP,Paper Label (Tube Wrap),Soft,False,120.0,12.0,20.0,box,28.8,Paper - Label:1.2g; Ink - Water Based:0.3g,2,1.5,0.0031,2.17
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",PP,Cap (Screw-Fit Closure),Rigid,False,12.0,12.0,12.0,box,1.73,Polypropylene:3.1g,1,3.1,0.0071,1.24
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",PP,Inner Seal (Wax Disc),Soft,False,8.0,8.0,1.0,flat,0.06,Paraffin Wax:0.4g,1,0.4,0.0005,0.05
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",SP,Folding Carton Box (Unit Retail Box),Rigid,False,145.0,85.0,35.0,box,431.38,Folding Box Board:18.5g; Ink - Water Based:0.8g,2,19.3,0.0475,9.49
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",SP,Product Insert Leaflet (Information Sheet),Soft,False,105.0,70.0,2.0,flat,14.7,Paper - Bleached Kraft:1.8g; Ink - Water Based:0.2g,2,2.0,0.0036,1.71
23,Kylie Cosmetics,demo-reccommandation/23.webp,https://www.mecca.com/en-au/kylie-cosmetics/plumping-powder-matte-lip-V-069889/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing only what’s visible in the photo:

The product is housed in a slender, cylindrical tube with a translucent pink finish. It features a screw-cap closure and is approximately 12 centimeters in height.",TP,Corrugated Master Carton (Shipping/Bulk Case),Rigid,False,360.0,245.0,120.0,box,10584.0,Corrugated:285.0g; Ink - Water Based:3.5g,2,288.5,0.4848,77.33
